Customer ID,Recency,Frequency,MonetaryValue,R,F,M,RFM_segment,RFM_score,Segment
13527,32,211,2197.21,3,4,4,344,11,Top
13529,80,15,307.76,2,1,2,212,5,Middle
13531,207,22,483.8000000000001,1,2,2,122,5,Middle
13532,183,66,210.30999999999983,1,3,1,131,5,Middle
13533,66,74,267.3900000000001,2,3,1,231,6,Middle
13534,55,296,5870.080000000015,3,4,4,344,11,Top
13536,11,177,3440.4899999999984,4,4,4,444,12,Top
13538,33,25,1280.85,3,2,3,323,8,Middle
13539,87,37,631.3400000000001,2,2,2,222,6,Middle
13544,41,71,263.23,3,3,1,331,7,Middle
13546,14,96,615.1899999999998,4,3,2,432,9,Low
13548,68,122,673.91,2,4,3,243,9,Low
13549,4,51,918.1999999999998,4,3,3,433,10,Top
13551,321,4,91.80000000000001,1,1,1,111,3,Low
13552,88,109,3740.070000000001,2,4,4,244,10,Top
13555,75,134,4048.4800000000027,2,4,4,244,10,Top
13557,30,34,584.0600000000001,3,2,2,322,7,Middle
13558,25,163,583.9799999999998,3,4,2,342,9,Low
13560,302,31,168.47000000000003,1,2,1,121,4,Low
13561,128,14,141.86,2,1,1,211,4,Low
13562,83,82,1799.3299999999988,2,3,4,234,9,Low
13563,86,49,777.5300000000001,2,3,3,233,8,Middle
13564,146,79,1700.3200000000002,2,3,4,234,9,Low
13565,21,38,240.22000000000006,4,2,1,421,7,Middle
13566,42,163,843.1199999999999,3,4,3,343,10,Top
13568,175,42,181.25000000000003,1,3,1,131,5,Middle
13569,19,74,310.9899999999999,4,3,2,432,9,Low
13570,68,27,239.49000000000004,2,2,1,221,5,Middle
13571,14,339,2085.56,4,4,4,444,12,Top
13572,207,33,1384.25,1,2,3,123,6,Middle
13573,52,24,286.1,3,2,1,321,6,Middle
13575,1,46,732.0699999999997,4,3,3,433,10,Top
13576,12,126,6717.340000000001,4,4,4,444,12,Top
13577,7,83,1687.5999999999988,4,3,4,434,11,Top
13579,16,23,467.03999999999996,4,2,2,422,8,Middle
13581,284,10,117.99999999999999,1,1,1,111,3,Low
13583,157,53,781.0300000000002,2,3,3,233,8,Middle
13584,192,24,142.40000000000003,1,2,1,121,4,Low
13587,154,8,712.4,2,1,3,213,6,Middle
13588,17,174,2478.949999999998,4,4,4,444,12,Top
13589,16,21,379.65000000000003,4,2,2,422,8,Middle
13590,4,87,1981.9199999999994,4,3,4,434,11,Top
13591,184,58,1117.1300000000003,1,3,3,133,7,Middle
13592,67,16,247.95999999999995,2,1,1,211,4,Low
13593,110,126,1986.6800000000007,2,4,4,244,10,Top
13594,54,26,396.96999999999997,3,2,2,322,7,Middle
13596,14,128,632.9799999999999,4,4,2,442,10,Top
13598,49,30,139.91000000000005,3,2,1,321,6,Middle
13599,7,245,5146.169999999998,4,4,4,444,12,Top
13600,314,19,219.51999999999998,1,2,1,121,4,Low
13601,6,99,693.3200000000002,4,4,3,443,11,Top
13602,184,23,428.88999999999993,1,2,2,122,5,Middle
13603,28,27,164.34,3,2,1,321,6,Middle
13606,60,37,272.96,3,2,1,321,6,Middle
13607,42,96,673.0099999999996,3,3,3,333,9,Low
13610,14,204,1032.7800000000004,4,4,3,443,11,Top
13611,32,70,1137.0,3,3,3,333,9,Low
13614,26,189,1560.4600000000007,3,4,3,343,10,Top
13615,320,23,417.6900000000001,1,2,2,122,5,Middle
13617,5,44,544.18,4,3,2,432,9,Low
13618,175,13,177.34000000000003,1,1,1,111,3,Low
13621,118,19,213.85,2,2,1,221,5,Middle
13623,91,75,707.7,2,3,3,233,8,Middle
13626,341,19,257.22999999999996,1,2,1,121,4,Low
13627,31,92,1638.4700000000003,3,3,4,334,10,Top
13629,25,59,7792.36,3,3,4,334,10,Top
13630,77,71,2031.7800000000002,2,3,4,234,9,Low
13631,145,11,3070.42,2,1,4,214,7,Middle
13632,26,144,2116.59,3,4,4,344,11,Top
13634,37,184,1519.5600000000004,3,4,3,343,10,Top
13635,276,62,1071.0300000000002,1,3,3,133,7,Middle
13636,94,63,949.1199999999999,2,3,3,233,8,Middle
13637,54,97,798.0999999999998,3,3,3,333,9,Low
13638,17,8,122.64000000000001,4,1,1,411,6,Middle
13639,76,40,1033.3400000000001,2,2,3,223,7,Middle
13642,128,49,275.71,2,3,1,231,6,Middle
13643,122,28,519.44,2,2,2,222,6,Middle
13644,18,146,2624.260000000001,4,4,4,444,12,Top
13645,33,5,252.1,3,1,1,311,5,Middle
13647,11,77,1618.1200000000001,4,3,4,434,11,Top
13649,258,23,346.6000000000001,1,2,2,122,5,Middle
13650,2,96,1836.34,4,3,4,434,11,Top
13651,41,6,94.2,3,1,1,311,5,Middle
13652,47,63,1095.08,3,3,3,333,9,Low
13654,37,166,2707.329999999999,3,4,4,344,11,Top
13655,7,56,932.9700000000004,4,3,3,433,10,Top
13656,166,49,379.65000000000003,1,3,2,132,6,Middle
13657,12,16,382.13999999999993,4,1,2,412,7,Middle
13658,11,108,2639.1700000000037,4,4,4,444,12,Top
13659,207,102,1552.8000000000009,1,4,3,143,8,Middle
13662,36,51,864.7600000000002,3,3,3,333,9,Low
13663,181,13,189.47,1,1,1,111,3,Low
13666,62,12,84.65000000000002,3,1,1,311,5,Middle
13667,151,79,293.0799999999998,2,3,1,231,6,Middle
13668,12,456,6256.069999999988,4,4,4,444,12,Top
13669,52,9,218.55,3,1,1,311,5,Middle
13670,77,25,349.70000000000016,2,2,2,222,6,Middle
13672,39,6,186.39,3,1,1,311,5,Middle
13673,20,55,377.96,4,3,2,432,9,Low
13675,34,25,486.82000000000005,3,2,2,322,7,Middle
13678,34,16,232.60000000000005,3,1,1,311,5,Middle
13680,41,193,3715.820000000001,3,4,4,344,11,Top
13681,19,57,827.83,4,3,3,433,10,Top
13682,219,3,59.5,1,1,1,111,3,Low
13684,287,28,63.03,1,2,1,121,4,Low
13685,47,39,3119.4400000000014,3,2,4,324,9,Low
13686,66,8,72.0,2,1,1,211,4,Low
13689,154,6,910.0,2,1,3,213,6,Middle
13690,31,9,172.25,3,1,1,311,5,Middle
13692,26,53,1488.3200000000004,3,3,3,333,9,Low
13694,27,568,65039.620000000024,3,4,4,344,11,Top
13695,3,90,2504.1299999999987,4,3,4,434,11,Top
13697,334,12,151.3,1,1,1,111,3,Low
13699,157,14,308.58,2,1,2,212,5,Middle
13700,7,191,2232.1399999999994,4,4,4,444,12,Top
13703,320,1,99.5,1,1,1,111,3,Low
13704,1,134,2308.0599999999986,4,4,4,444,12,Top
13705,146,28,711.8600000000001,2,2,3,223,7,Middle
13706,70,20,330.78999999999996,2,2,2,222,6,Middle
13707,268,48,806.4100000000004,1,3,3,133,7,Middle
13708,273,47,273.78,1,3,1,131,5,Middle
13709,51,334,6287.250000000003,3,4,4,344,11,Top
13710,122,8,180.48000000000002,2,1,1,211,4,Low
13711,220,13,252.06000000000003,1,1,1,111,3,Low
13712,160,10,228.83999999999997,2,1,1,211,4,Low
13715,224,103,1075.4399999999998,1,4,3,143,8,Middle
13716,271,21,138.28,1,2,1,121,4,Low
13717,58,102,1445.0100000000002,3,4,3,343,10,Top
13718,160,12,306.55,2,1,2,212,5,Middle
13719,17,60,1041.68,4,3,3,433,10,Top
13720,118,43,799.8999999999999,2,3,3,233,8,Middle
13721,275,28,524.14,1,2,2,122,5,Middle
13722,133,85,2375.4100000000008,2,3,4,234,9,Low
13723,189,6,199.85000000000002,1,1,1,111,3,Low
13725,51,104,1980.5600000000004,3,4,4,344,11,Top
13726,102,42,1079.6600000000003,2,3,3,233,8,Middle
13727,30,20,333.4800000000001,3,2,2,322,7,Middle
13728,109,63,1016.1399999999999,2,3,3,233,8,Middle
13730,137,43,752.5999999999998,2,3,3,233,8,Middle
13731,160,38,610.5899999999999,2,2,2,222,6,Middle
13732,30,33,491.86,3,2,2,322,7,Middle
13735,26,194,2881.839999999998,3,4,4,344,11,Top
13736,243,189,727.6999999999999,1,4,3,143,8,Middle
13737,202,30,339.59999999999997,1,2,2,122,5,Middle
13739,20,3,216.9,4,1,1,411,6,Middle
13740,242,23,350.75,1,2,2,122,5,Middle
13741,73,34,668.43,2,2,3,223,7,Middle
13742,18,305,3084.720000000001,4,4,4,444,12,Top
13743,2,41,1341.5999999999997,4,3,3,433,10,Top
13744,216,54,1004.68,1,3,3,133,7,Middle
13745,164,25,300.03999999999996,1,2,2,122,5,Middle
13747,698,1,79.6,1,1,1,111,3,Low
13748,160,28,948.2499999999998,2,2,3,223,7,Middle
13750,55,24,1647.2599999999998,3,2,4,324,9,Low
13751,290,9,296.24999999999994,1,1,2,112,4,Low
13752,97,74,1164.48,2,3,3,233,8,Middle
13753,289,35,741.26,1,2,3,123,6,Middle
13754,34,12,282.6,3,1,1,311,5,Middle
13755,11,304,2058.0800000000013,4,4,4,444,12,Top
13756,24,142,5189.519999999995,3,4,4,344,11,Top
13758,13,117,3190.550000000001,4,4,4,444,12,Top
13759,73,25,659.41,2,2,3,223,7,Middle
13760,56,57,286.78999999999996,3,3,1,331,7,Middle
13761,52,70,1070.65,3,3,3,333,9,Low
13762,220,7,306.72,1,1,2,112,4,Low
13763,154,15,1714.9599999999998,2,1,4,214,7,Middle
13764,72,206,1517.0800000000002,2,4,3,243,9,Low
13767,27,368,17220.360000000008,3,4,4,344,11,Top
13769,94,135,2796.5099999999993,2,4,4,244,10,Top
13771,184,119,2634.450000000001,1,4,4,144,9,Low
13772,183,169,1113.1299999999997,1,4,3,143,8,Middle
13774,83,22,344.99999999999994,2,2,2,222,6,Middle
13777,26,197,25977.15999999998,3,4,4,344,11,Top
13778,105,9,178.7,2,1,1,211,4,Low
13780,172,57,360.01,1,3,2,132,6,Middle
13781,282,17,127.84000000000002,1,2,1,121,4,Low
13782,14,111,905.7199999999992,4,4,3,443,11,Top
13784,11,31,2462.7899999999995,4,2,4,424,10,Top
13786,517,7,230.4,1,1,1,111,3,Low
13787,77,31,309.04,2,2,2,222,6,Middle
13790,213,45,348.79999999999995,1,3,2,132,6,Middle
13791,170,11,1516.0,1,1,3,113,5,Middle
13792,245,13,195.54999999999995,1,1,1,111,3,Low
13798,2,349,37153.84999999998,4,4,4,444,12,Top
13799,118,39,688.8600000000002,2,2,3,223,7,Middle
13800,284,33,558.3199999999997,1,2,2,122,5,Middle
13801,245,23,324.79999999999995,1,2,2,122,5,Middle
13802,140,60,4599.420000000001,2,3,4,234,9,Low
13803,257,17,277.07000000000005,1,2,1,121,4,Low
13804,80,133,2540.9900000000002,2,4,4,244,10,Top
13805,54,13,924.5999999999999,3,1,3,313,7,Middle
13806,154,10,256.38,2,1,1,211,4,Low
13807,517,7,112.6,1,1,1,111,3,Low
13808,48,76,1747.66,3,3,4,334,10,Top
13819,39,36,1140.35,3,2,3,323,8,Middle
13821,146,59,385.64,2,3,2,232,7,Middle
13822,42,96,632.0000000000001,3,3,2,332,8,Middle
13823,20,40,957.6600000000001,4,2,3,423,9,Low
13824,7,46,1698.9399999999998,4,3,4,434,11,Top
13826,178,10,189.5,1,1,1,111,3,Low
13827,59,91,407.5499999999998,3,3,2,332,8,Middle
13828,24,15,209.49000000000004,3,1,1,311,5,Middle
13831,18,70,2193.91,4,3,4,434,11,Top
13832,21,3,52.199999999999996,4,1,1,411,6,Middle
13833,279,27,382.8999999999999,1,2,2,122,5,Middle
13835,27,55,834.57,3,3,3,333,9,Low
13837,6,17,261.94000000000005,4,2,1,421,7,Middle
13838,119,157,660.1599999999996,2,4,3,243,9,Low
13841,341,1,85.0,1,1,1,111,3,Low
13842,1,206,3385.619999999999,4,4,4,444,12,Top
13844,13,20,361.62,4,2,2,422,8,Middle
13845,184,9,312.98,1,1,2,112,4,Low
13846,26,55,865.0600000000005,3,3,3,333,9,Low
13848,124,5,1255.0,2,1,3,213,6,Middle
13849,53,101,1537.95,3,4,3,343,10,Top
13850,306,93,1595.4799999999996,1,3,4,134,8,Middle
13851,216,81,2651.46,1,3,4,134,8,Middle
13853,59,23,1090.14,3,2,3,323,8,Middle
13854,2,110,8109.5199999999995,4,4,4,444,12,Top
13856,96,14,388.5,2,1,2,212,5,Middle
13858,59,11,216.16999999999996,3,1,1,311,5,Middle
13859,328,28,201.16,1,2,1,121,4,Low
13860,16,76,1245.9000000000003,4,3,3,433,10,Top
13862,20,139,2209.360000000001,4,4,4,444,12,Top
13863,190,20,305.78000000000003,1,2,2,122,5,Middle
13865,1,30,501.56,4,2,2,422,8,Middle
13866,76,7,145.67,2,1,1,211,4,Low
13867,76,59,994.8900000000001,2,3,3,233,8,Middle
13868,302,33,3192.54,1,2,4,124,7,Middle
13869,125,301,3062.350000000004,2,4,4,244,10,Top
13870,42,115,2770.9400000000005,3,4,4,344,11,Top
13871,24,336,6403.250000000004,3,4,4,344,11,Top
13873,3,23,389.6,4,2,2,422,8,Middle
13874,359,18,540.45,1,2,2,122,5,Middle
13875,39,104,1786.7900000000004,3,4,4,344,11,Top
13876,154,7,122.69999999999999,2,1,1,211,4,Low
13877,88,3,117.24000000000001,2,1,1,211,4,Low
13878,56,34,1261.61,3,2,3,323,8,Middle
13880,23,165,3219.7700000000004,4,4,4,444,12,Top
13881,13,178,17159.519999999993,4,4,4,444,12,Top
13882,13,65,1191.1299999999999,4,3,3,433,10,Top
13883,12,142,2674.479999999998,4,4,4,444,12,Top
13884,32,59,787.6000000000001,3,3,3,333,9,Low
13885,202,28,506.8000000000001,1,2,2,122,5,Middle
13886,73,16,243.56000000000003,2,1,1,211,4,Low
13887,205,19,349.54999999999995,1,2,2,122,5,Middle
13888,3,38,585.7099999999999,4,2,2,422,8,Middle
13889,124,15,416.9,2,1,2,212,5,Middle
13890,24,110,1883.8099999999995,3,4,4,344,11,Top
13892,28,27,632.97,3,2,2,322,7,Middle
13893,299,21,821.1,1,2,3,123,6,Middle
13894,25,27,564.62,3,2,2,322,7,Middle
13895,30,118,2593.0699999999993,3,4,4,344,11,Top
13897,52,17,311.15999999999997,3,2,2,322,7,Middle
13898,327,12,155.93,1,1,1,111,3,Low
13899,18,19,388.52000000000004,4,2,2,422,8,Middle
13900,95,43,740.9499999999997,2,3,3,233,8,Middle
13901,74,149,2867.2,2,4,4,244,10,Top
13904,296,26,332.63999999999993,1,2,2,122,5,Middle
13908,81,122,2369.5499999999984,2,4,4,244,10,Top
13911,59,148,2580.909999999999,3,4,4,344,11,Top
13914,13,33,626.4499999999999,4,2,2,422,8,Middle
13917,51,18,272.04,3,2,1,321,6,Middle
13918,51,30,1212.8400000000001,3,2,3,323,8,Middle
13922,353,7,172.24999999999997,1,1,1,111,3,Low
13923,55,20,351.13000000000005,3,2,2,322,7,Middle
13924,19,117,1838.8500000000001,4,4,4,444,12,Top
13925,64,41,678.2499999999999,2,3,3,233,8,Middle
13926,25,11,223.85000000000002,3,1,1,311,5,Middle
13927,76,21,348.99,2,2,2,222,6,Middle
13928,12,27,464.56999999999994,4,2,2,422,8,Middle
13929,171,9,842.6500000000001,1,1,3,113,5,Middle
13930,59,17,337.3399999999999,3,2,2,322,7,Middle
13931,216,58,1237.5300000000002,1,3,3,133,7,Middle
13932,296,16,307.4,1,1,2,112,4,Low
13933,111,23,608.7899999999998,2,2,2,222,6,Middle
13934,265,31,922.0999999999997,1,2,3,123,6,Middle
13936,181,26,376.58,1,2,2,122,5,Middle
13937,171,9,158.85,1,1,1,111,3,Low
13938,244,7,71.66,1,1,1,111,3,Low
13939,25,45,568.5499999999998,3,3,2,332,8,Middle
13940,19,49,839.1400000000002,4,3,3,433,10,Top
13941,23,45,5112.96,4,3,4,434,11,Top
13946,81,11,561.57,2,1,2,212,5,Middle
13947,215,5,90.6,1,1,1,111,3,Low
13948,362,3,101.99999999999999,1,1,1,111,3,Low
13949,26,160,2427.3199999999974,3,4,4,344,11,Top
13950,13,35,745.0600000000001,4,2,3,423,9,Low
13951,178,39,674.4499999999998,1,2,3,123,6,Middle
13952,189,137,3251.071,1,4,4,144,9,Low
13953,54,20,3515.6800000000003,3,2,4,324,9,Low
13954,72,25,439.92,2,2,2,222,6,Middle
13955,126,33,322.96,2,2,2,222,6,Middle
13956,56,142,1012.1200000000002,3,4,3,343,10,Top
13959,81,88,589.8799999999998,2,3,2,232,7,Middle
13960,23,12,230.22,4,1,1,411,6,Middle
13962,23,11,169.55,4,1,1,411,6,Middle
13963,253,35,664.54,1,2,3,123,6,Middle
13967,147,2,80.7,2,1,1,211,4,Low
13969,18,612,8994.400000000003,4,4,4,444,12,Top
13971,20,149,2758.26,4,4,4,444,12,Top
13972,72,15,190.25000000000009,2,1,1,211,4,Low
13973,289,11,264.7,1,1,1,111,3,Low
13974,51,28,413.59,3,2,2,322,7,Middle
13975,122,320,2396.1999999999994,2,4,4,244,10,Top
13976,208,10,357.9800000000001,1,1,2,112,4,Low
13978,16,15,196.79,4,1,1,411,6,Middle
13979,75,54,869.8700000000001,2,3,3,233,8,Middle
13980,62,11,200.14000000000001,3,1,1,311,5,Middle
13982,41,111,1871.81,3,4,4,344,11,Top
13983,1,107,2603.43,4,4,4,444,12,Top
13984,28,16,920.5100000000001,3,1,3,313,7,Middle
13985,1,351,7060.130000000006,4,4,4,444,12,Top
13986,19,13,320.46000000000004,4,1,2,412,7,Middle
13988,21,234,4147.960000000001,4,4,4,444,12,Top
13989,215,41,1266.0799999999997,1,3,3,133,7,Middle
13990,67,16,311.3,2,1,2,212,5,Middle
13991,14,80,849.79,4,3,3,433,10,Top
13992,91,5,76.8,2,1,1,211,4,Low
13993,32,121,3466.36,3,4,4,344,11,Top
13994,41,141,2235.1400000000003,3,4,4,344,11,Top
13995,17,86,1393.6899999999996,4,3,3,433,10,Top
13999,12,208,3901.8100000000036,4,4,4,444,12,Top
14000,6,15,635.6600000000001,4,1,2,412,7,Middle
14001,47,39,2043.08,3,2,4,324,9,Low
14002,136,47,529.73,2,3,2,232,7,Middle
14004,45,171,4582.639999999999,3,4,4,344,11,Top
14005,11,84,2874.7200000000007,4,3,4,434,11,Top
14006,7,30,962.1899999999999,4,2,3,423,9,Low
14009,200,42,695.6099999999999,1,3,3,133,7,Middle
14012,161,11,328.8,2,1,2,212,5,Middle
14013,99,34,473.02,2,2,2,222,6,Middle
14014,79,39,505.18000000000006,2,2,2,222,6,Middle
14015,54,20,917.34,3,2,3,323,8,Middle
14019,48,66,1421.6100000000004,3,3,3,333,9,Low
14020,2,39,642.8000000000001,4,2,3,423,9,Low
14021,6,22,631.9000000000001,4,2,2,422,8,Middle
14022,227,28,440.0,1,2,2,122,5,Middle
14023,282,31,584.0699999999998,1,2,2,122,5,Middle
14024,64,16,327.7,2,1,2,212,5,Middle
14027,62,6,104.82000000000002,3,1,1,311,5,Middle
14029,146,15,467.65999999999997,2,1,2,212,5,Middle
14030,20,241,2357.5899999999997,4,4,4,444,12,Top
14031,23,250,17286.859999999997,4,4,4,444,12,Top
14032,7,143,2975.5900000000006,4,4,4,444,12,Top
14034,24,83,645.9599999999999,3,3,3,333,9,Low
14035,30,66,1428.0200000000002,3,3,3,333,9,Low
14036,286,38,626.6499999999999,1,2,2,122,5,Middle
14037,178,28,147.20000000000005,1,2,1,121,4,Low
14038,80,92,1560.379999999999,2,3,3,233,8,Middle
14039,183,6,152.2,1,1,1,111,3,Low
14040,10,223,3505.72,4,4,4,444,12,Top
14041,268,21,141.41,1,2,1,121,4,Low
14044,28,203,640.0199999999994,3,4,3,343,10,Top
14045,111,6,1659.75,2,1,4,214,7,Middle
14046,286,14,154.98999999999998,1,1,1,111,3,Low
14047,75,32,1308.61,2,2,3,223,7,Middle
14048,162,85,409.9299999999999,2,3,2,232,7,Middle
14049,18,468,5475.719999999995,4,4,4,444,12,Top
14050,108,54,746.3600000000001,2,3,3,233,8,Middle
14051,19,210,15610.389999999989,4,4,4,444,12,Top
14052,21,56,225.35999999999993,4,3,1,431,8,Middle
14053,156,4,260.25,2,1,1,211,4,Low
14054,215,6,92.46,1,1,1,111,3,Low
14055,108,10,725.6400000000001,2,1,3,213,6,Middle
14056,17,1073,8108.169999999985,4,4,4,444,12,Top
14057,25,282,6205.3600000000015,3,4,4,344,11,Top
14059,268,8,183.59999999999997,1,1,1,111,3,Low
14060,24,202,6140.419999999998,3,4,4,344,11,Top
14062,11,111,10464.85,4,4,4,444,12,Top
14064,6,74,1314.9400000000003,4,3,3,433,10,Top
14066,268,7,152.55,1,1,1,111,3,Low
14067,154,52,374.69999999999993,2,3,2,232,7,Middle
14068,322,24,265.85,1,2,1,121,4,Low
14071,21,322,1436.3200000000027,4,4,3,443,11,Top
14073,153,13,151.04,2,1,1,211,4,Low
14075,21,43,942.2599999999998,4,3,3,433,10,Top
14076,306,42,114.86999999999998,1,3,1,131,5,Middle
14077,42,42,499.41999999999996,3,3,2,332,8,Middle
14078,67,65,1049.3700000000003,2,3,3,233,8,Middle
14079,156,12,375.09999999999997,2,1,2,212,5,Middle
14080,153,4,45.599999999999994,2,1,1,211,4,Low
14081,70,147,908.7199999999999,2,4,3,243,9,Low
14082,425,29,182.24999999999997,1,2,1,121,4,Low
14083,38,173,987.3699999999999,3,4,3,343,10,Top
14085,11,446,4394.039999999997,4,4,4,444,12,Top
14087,152,67,188.51999999999998,2,3,1,231,6,Middle
14088,12,589,50491.81,4,4,4,444,12,Top
14089,58,12,156.5,3,1,1,311,5,Middle
14090,326,1,76.32000000000001,1,1,1,111,3,Low
14092,25,214,4076.910000000003,3,4,4,344,11,Top
14093,14,96,426.11999999999995,4,3,2,432,9,Low
14096,13,5111,65164.78999999966,4,4,4,444,12,Top
14098,275,21,147.34999999999997,1,2,1,121,4,Low
14099,18,250,3104.1700000000005,4,4,4,444,12,Top
14100,139,24,189.00000000000003,2,2,1,221,5,Middle
14101,75,35,5976.79,2,2,4,224,8,Middle
14102,13,49,999.98,4,3,3,433,10,Top
14104,126,21,216.20999999999998,2,2,1,221,5,Middle
14105,240,74,1266.2300000000002,1,3,3,133,7,Middle
14107,53,123,2703.23,3,4,4,344,11,Top
14108,91,34,597.9100000000001,2,2,2,222,6,Middle
14109,74,9,144.2,2,1,1,211,4,Low
14110,2,156,5683.149999999999,4,4,4,444,12,Top
14111,7,10,692.85,4,1,3,413,8,Middle
14112,24,160,2915.1499999999974,3,4,4,344,11,Top
14113,24,34,1840.4200000000005,3,2,4,324,9,Low
14114,38,15,386.53,3,1,2,312,6,Middle
14116,21,72,1382.7400000000002,4,3,3,433,10,Top
14117,145,3,90.0,2,1,1,211,4,Low
14121,12,159,2780.1499999999996,4,4,4,444,12,Top
14124,86,5,419.58000000000004,2,1,2,212,5,Middle
14125,12,165,2700.8300000000017,4,4,4,444,12,Top
14126,12,15,706.1300000000001,4,1,3,413,8,Middle
14127,94,44,709.7099999999996,2,3,3,233,8,Middle
14128,62,46,637.5000000000001,3,3,2,332,8,Middle
14129,19,52,1123.86,4,3,3,433,10,Top
14130,321,65,477.96,1,3,2,132,6,Middle
14132,4,200,3586.030000000001,4,4,4,444,12,Top
14133,306,28,605.6399999999999,1,2,2,122,5,Middle
14135,40,134,4690.31,3,4,4,344,11,Top
14138,121,45,949.3800000000005,2,3,3,233,8,Middle
14139,48,26,415.81999999999994,3,2,2,322,7,Middle
14140,122,66,935.0499999999996,2,3,3,233,8,Middle
14141,31,40,915.1300000000002,3,2,3,323,8,Middle
14142,698,22,311.81000000000006,1,2,2,122,5,Middle
14143,135,7,115.8,2,1,1,211,4,Low
14145,48,11,3742.2,3,1,4,314,8,Middle
14146,83,210,4190.999999999999,2,4,4,244,10,Top
14147,79,5,483.4,2,1,2,212,5,Middle
14148,235,3,157.2,1,1,1,111,3,Low
14149,281,28,446.62000000000006,1,2,2,122,5,Middle
14150,244,26,658.6400000000001,1,2,3,123,6,Middle
14152,77,49,621.2900000000002,2,3,2,232,7,Middle
14154,241,52,1345.6200000000003,1,3,3,133,7,Middle
14155,268,6,118.75,1,1,1,111,3,Low
14157,21,44,416.90000000000015,4,3,2,432,9,Low
14158,42,41,507.66000000000014,3,3,2,332,8,Middle
14159,21,1147,4571.049999999995,4,4,4,444,12,Top
14161,128,100,1084.72,2,4,3,243,9,Low
14162,175,25,289.36000000000007,1,2,1,121,4,Low
14163,65,52,2445.9100000000008,2,3,4,234,9,Low
14164,72,29,1631.7700000000002,2,2,4,224,8,Middle
14165,99,23,118.33999999999999,2,2,1,221,5,Middle
14167,10,48,550.3399999999999,4,3,2,432,9,Low
14171,305,58,363.78999999999996,1,3,2,132,6,Middle
14173,12,29,450.84000000000003,4,2,2,422,8,Middle
14174,183,26,134.46,1,2,1,121,4,Low
14175,31,149,3222.3000000000006,3,4,4,344,11,Top
14176,299,31,576.9,1,2,2,122,5,Middle
14177,88,40,539.51,2,2,2,222,6,Middle
14178,30,310,1582.54,3,4,4,344,11,Top
14179,42,151,686.4399999999998,3,4,3,343,10,Top
14180,12,240,4748.519999999998,4,4,4,444,12,Top
14184,245,24,452.89,1,2,2,122,5,Middle
14185,10,3,197.65,4,1,1,411,6,Middle
14188,73,65,2054.3599999999997,2,3,4,234,9,Low
14189,18,265,4654.079999999998,4,4,4,444,12,Top
14191,11,259,4684.760000000001,4,4,4,444,12,Top
14193,271,42,853.3900000000001,1,3,3,133,7,Middle
14194,20,579,11349.519999999986,4,4,4,444,12,Top
14195,203,7,1011.9999999999998,1,1,3,113,5,Middle
14196,108,6,335.52,2,1,2,212,5,Middle
14198,20,39,701.3999999999999,4,2,3,423,9,Low
14199,220,2,185.39999999999998,1,1,1,111,3,Low
14201,62,37,747.4399999999999,3,2,3,323,8,Middle
14204,152,34,140.18999999999997,2,2,1,221,5,Middle
14205,18,24,466.70000000000005,4,2,2,422,8,Middle
14206,241,20,328.1599999999999,1,2,2,122,5,Middle
14208,185,10,151.73999999999998,1,1,1,111,3,Low
14209,12,87,2073.4300000000003,4,3,4,434,11,Top
14210,107,102,1905.8400000000001,2,4,4,244,10,Top
14211,55,112,2241.1000000000004,3,4,4,344,11,Top
14212,32,9,1070.48,3,1,3,313,7,Middle
14214,52,67,1004.3799999999997,3,3,3,333,9,Low
14215,13,108,1789.7200000000005,4,4,4,444,12,Top
14216,18,59,1839.3,4,3,4,434,11,Top
14217,13,100,2004.9800000000002,4,4,4,444,12,Top
14218,44,12,169.48000000000002,3,1,1,311,5,Middle
14219,213,7,89.94,1,1,1,111,3,Low
14220,190,21,632.4,1,2,2,122,5,Middle
14221,44,193,3432.7999999999993,3,4,4,344,11,Top
14222,179,41,683.17,1,3,3,133,7,Middle
14223,124,60,991.13,2,3,3,233,8,Middle
14224,112,109,979.24,2,4,3,243,9,Low
14226,30,65,2197.3900000000003,3,3,4,334,10,Top
14227,28,175,3350.9600000000014,3,4,4,344,11,Top
14229,53,40,1547.2,3,2,3,323,8,Middle
14231,96,50,925.71,2,3,3,233,8,Middle
14232,44,115,2048.0700000000006,3,4,4,344,11,Top
14233,6,35,1462.7200000000007,4,2,3,423,9,Low
14234,23,136,734.0300000000002,4,4,3,443,11,Top
14235,77,79,3144.8599999999997,2,3,4,234,9,Low
14236,82,15,490.86,2,1,2,212,5,Middle
14237,698,9,161.00000000000003,1,1,1,111,3,Low
14238,328,8,146.85,1,1,1,111,3,Low
14239,45,112,2380.8500000000017,3,4,4,344,11,Top
14240,91,42,890.3400000000005,2,3,3,233,8,Middle
14241,96,10,213.70000000000002,2,1,1,211,4,Low
14242,236,16,280.55,1,1,1,111,3,Low
14243,129,141,2588.769999999999,2,4,4,244,10,Top
14245,250,108,1693.4499999999996,1,4,4,144,9,Low
14246,112,75,1474.0600000000006,2,3,3,233,8,Middle
14247,191,20,136.77,1,2,1,121,4,Low
14248,320,8,302.58,1,1,2,112,4,Low
14250,32,111,1904.0500000000002,3,4,4,344,11,Top
14251,12,78,2879.7000000000003,4,3,4,434,11,Top
14256,262,53,969.06,1,3,3,133,7,Middle
14257,125,106,3099.72,2,4,4,244,10,Top
